level_0	level_1	weight
Dbnl	Copz1	1.0
Dbnl	Copz2	1.0
Dbnl	Cst3	1.0
Dbnl	Ctsa	1.0
Dbnl	Ctsb	1.0
Dbnl	D8Ertd738e	1.0
Dbt	Adk	1.0
Dbt	As3mt	1.0
Dbt	Atp5j	1.0
Dbt	Atp5j2	1.0
Dcaf11	Ap5s1	1.0
Dcaf11	Atp5c1	1.0
Dcaf11	Atp5o	1.0
Dcaf12	Ash2l	1.0
Dcaf12	Brox	1.0
Dcaf12	Caml	1.0
Dcaf12	Cand1	1.0
Dcaf12	Ccdc22	1.0
Dcaf12	Cct7	1.0
Dcaf12	Cd2bp2	1.0
Dcaf12	Cnih4	1.0
Dcaf12	Copa	1.0
Dcaf12	Copg2	1.0
Dcaf12	Cpsf3	1.0
Dcaf12	Ctr9	1.0
Dcaf12	Cyb5d1	1.0
Dcaf13	Aatf	1.0
Dcaf13	Acot9	1.0
Dcaf13	Actr3	1.0
Dcaf13	Arpc2	1.0
Dcaf6	Ank1	1.0
Dcaf6	Cacna2d1	1.0
Dcaf7	Ash2l	1.0
Dcaf7	Brox	1.0
Dcaf7	Caml	1.0
Dcaf7	Cand1	1.0
Dcaf7	Ccdc22	1.0
Dcaf7	Cct7	1.0
Dcaf7	Cd2bp2	1.0
Dcaf7	Cnih4	1.0
Dcaf7	Copa	1.0
Dcaf7	Copg2	1.0
Dcaf7	Cpsf3	1.0
Dcaf7	Ctr9	1.0
Dcaf7	Cyb5d1	1.0
Dcaf7	Dcaf12	1.0
Dcaf8	Acat1	1.0
Dcakd	Actr1a	1.0
Dcbld2	Apbb2	1.0
Dcbld2	Arid2	1.0
Dcbld2	Atxn2l	1.0
Dcbld2	Cdk12	1.0
Dcbld2	Cntrl	1.0
Dcn	Abracl	1.0
Dcn	Acyp1	1.0
Dcn	Asf1a	1.0
Dcn	BC028528	1.0
Dcn	Cav2	1.0
Dcn	Cd200	1.0
Dcn	Cdc42ep1	1.0
Dcn	Cetn2	1.0
Dcn	Cfb	1.0
Dcn	Chchd1	1.0
Dcn	Cnep1r1	1.0
Dcn	Crip1	1.0
Dcps	0610009B22Rik	1.0
Dcps	1110032A03Rik	1.0
Dcps	1810030O07Rik	1.0
Dcps	4933434E20Rik	1.0
Dcps	Abraxas2	1.0
Dcps	Acbd5	1.0
Dcps	Adam17	1.0
Dcps	Adcy7	1.0
Dcps	Ankrd49	1.0
Dcps	Anp32a	1.0
Dcps	Arl5a	1.0
Dcps	Armcx3	1.0
Dcps	Aspn	1.0
Dcps	Bicc1	1.0
Dcps	Blmh	1.0
Dcps	C1d	1.0
Dcps	C1galt1	1.0
Dcps	C1galt1c1	1.0
Dcps	Ccdc28b	1.0
Dcps	Ccnb1	1.0
Dcps	Ccnb2	1.0
Dcps	Cd34	1.0
Dcps	Cd48	1.0
Dcps	Cdk11b	1.0
Dcps	Cdk8	1.0
Dcps	Cep57	1.0
Dcps	Cfap36	1.0
Dcps	Cggbp1	1.0
Dcps	Ciao2a	1.0
Dcps	Col5a2	1.0
Dcps	Commd7	1.0
Dcps	Ctcf	1.0
Dcps	Ctps2	1.0
Dctn1	0610012G03Rik	1.0
Dctn1	Acy1	1.0
Dctn1	B4gat1	1.0
Dctn1	Bag6	1.0
Dctn1	Bri3	1.0
Dctn1	Cdc34	1.0
Dctn1	Ciapin1	1.0
Dctn1	Clpp	1.0
Dctn1	Creld1	1.0
Dctn2	Akirin2	1.0
Dctn2	Ap2a1	1.0
Dctn3	Actr1a	1.0
Dctn3	Dcakd	1.0
Dctn4	Acp2	1.0
Dctn4	Ak6	1.0
Dctn4	Anapc11	1.0
Dctn4	Ap3b1	1.0
Dctn4	Arl6ip4	1.0
Dctn4	Atp6v1d	1.0
Dctn4	Bmpr1a	1.0
Dctn4	Bms1	1.0
Dctn4	Brcc3	1.0
Dctn4	Cacybp	1.0
Dctn4	Ccny	1.0
Dctn4	Ckap5	1.0
Dctn4	Cnot1	1.0
Dctn4	Coa6	1.0
Dctn4	Cops5	1.0
Dctn4	Crnkl1	1.0
Dctn4	Dbi	1.0
Dctn5	2310011J03Rik	1.0
Dctn5	Aasdhppt	1.0
Dctn5	Abhd13	1.0
Dctn5	Agpat5	1.0
Dctn5	Aimp1	1.0
Dctn5	Ankmy2	1.0
Dctn5	Ap1s2	1.0
Dctn5	Armc1	1.0
Dctn5	Asnsd1	1.0
Dctn5	Atox1	1.0
Dctn5	Bag5	1.0
Dctn5	BC005624	1.0
Dctn5	Bccip	1.0
Dctn5	Blzf1	1.0
Dctn5	Brk1	1.0
Dctn5	Btf3l4	1.0
Dctn5	C9orf72	1.0
Dctn5	Capn7	1.0
Dctn5	Caprin1	1.0
Dctn5	Cbwd1	1.0
Dctn5	Cbx3	1.0
Dctn5	Cbx5	1.0
Dctn5	Ccdc43	1.0
Dctn5	Cct4	1.0
Dctn5	Ccz1	1.0
Dctn5	Chmp2b	1.0
Dctn5	Cltc	1.0
Dctn5	Col14a1	1.0
Dctn5	Commd3	1.0
Dctn5	Copb2	1.0
Dctn5	Cpsf2	1.0
Dctn5	Cript	1.0
Dctn5	Crot	1.0
Dctn5	Ctnnb1	1.0
Dctn5	Ctsl	1.0
Dctn5	Cxcl12	1.0
Dctn5	D6Wsu163e	1.0
Dctn5	Dars	1.0
Dctpp1	1110038F14Rik	1.0
Dctpp1	Adgrl4	1.0
Dctpp1	Adh5	1.0
Dctpp1	Aga	1.0
Dctpp1	AI413582	1.0
Dctpp1	Akip1	1.0
Dctpp1	Akr1a1	1.0
Dctpp1	Aldh3a2	1.0
Dctpp1	Anapc15	1.0
Dctpp1	Angptl2	1.0
Dctpp1	Apool	1.0
Dctpp1	Arpc1a	1.0
Dctpp1	Atp6ap2	1.0
Dctpp1	Atp6v1c1	1.0
Dctpp1	Bad	1.0
Dctpp1	Bcap31	1.0
Dctpp1	Blvrb	1.0
Dctpp1	Bola2	1.0
Dctpp1	Bst2	1.0
Dctpp1	Btf3	1.0
Dctpp1	Bud31	1.0
Dctpp1	Camk1	1.0
Dctpp1	Cct5	1.0
Dctpp1	Cdc26	1.0
Dctpp1	Cgrrf1	1.0
Dctpp1	Chmp1a	1.0
Dctpp1	Chmp2a	1.0
Dctpp1	Churc1	1.0
Dctpp1	Cnn2	1.0
Dctpp1	Cog2	1.0
Dctpp1	Col5a1	1.0
Dctpp1	Commd5	1.0
Dctpp1	Cops6	1.0
Dctpp1	Cops9	1.0
Dctpp1	Cox19	1.0
Dctpp1	Cr1l	1.0
Dctpp1	Creg1	1.0
Dctpp1	Crtap	1.0
Dctpp1	Cse1l	1.0
Dctpp1	Cwc15	1.0
Dctpp1	Cyld	1.0
Dctpp1	Dazap2	1.0
Dcun1d1	0610009B22Rik	1.0
Dcun1d1	1110032A03Rik	1.0
Dcun1d1	1810030O07Rik	1.0
Dcun1d1	4933434E20Rik	1.0
Dcun1d1	Abraxas2	1.0
Dcun1d1	Acbd5	1.0
Dcun1d1	Adam17	1.0
Dcun1d1	Adcy7	1.0
Dcun1d1	Ankrd49	1.0
Dcun1d1	Anp32a	1.0
Dcun1d1	Arl5a	1.0
Dcun1d1	Armcx3	1.0
Dcun1d1	Aspn	1.0
Dcun1d1	Bicc1	1.0
Dcun1d1	Blmh	1.0
Dcun1d1	C1d	1.0
Dcun1d1	C1galt1	1.0
Dcun1d1	C1galt1c1	1.0
Dcun1d1	Ccdc28b	1.0
Dcun1d1	Ccnb1	1.0
Dcun1d1	Ccnb2	1.0
Dcun1d1	Cd34	1.0
Dcun1d1	Cd48	1.0
Dcun1d1	Cdk11b	1.0
Dcun1d1	Cdk8	1.0
Dcun1d1	Cep57	1.0
Dcun1d1	Cfap36	1.0
Dcun1d1	Cggbp1	1.0
Dcun1d1	Ciao2a	1.0
Dcun1d1	Col5a2	1.0
Dcun1d1	Commd7	1.0
Dcun1d1	Ctcf	1.0
Dcun1d1	Ctps2	1.0
Dcun1d1	Dcps	1.0
Dcun1d2	Adck1	1.0
Dcun1d2	Bcas3	1.0
Dcun1d2	Cmc2	1.0
Dcun1d2	Cops8	1.0
Dcun1d5	Ahcyl1	1.0
Dcun1d5	Akap10	1.0
Dcun1d5	Anapc1	1.0
Dcun1d5	Arpp19	1.0
Dcun1d5	Bud23	1.0
Dcun1d5	Cdc42bpa	1.0
Dcun1d5	Cdk2ap1	1.0
Dcun1d5	Cdk5	1.0
Dcun1d5	Cdv3	1.0
Dcun1d5	Cmtr1	1.0
Dcun1d5	Csnk1a1	1.0
Ddah2	1110038F14Rik	1.0
Ddah2	Adgrl4	1.0
Ddah2	Adh5	1.0
Ddah2	Aga	1.0
Ddah2	AI413582	1.0
Ddah2	Akip1	1.0
Ddah2	Akr1a1	1.0
Ddah2	Aldh3a2	1.0
Ddah2	Anapc15	1.0
Ddah2	Angptl2	1.0
Ddah2	Apool	1.0
Ddah2	Arpc1a	1.0
Ddah2	Atp6ap2	1.0
Ddah2	Atp6v1c1	1.0
Ddah2	Bad	1.0
Ddah2	Bcap31	1.0
Ddah2	Blvrb	1.0
Ddah2	Bola2	1.0
Ddah2	Bst2	1.0
Ddah2	Btf3	1.0
Ddah2	Bud31	1.0
Ddah2	Camk1	1.0
Ddah2	Cct5	1.0
Ddah2	Cdc26	1.0
Ddah2	Cgrrf1	1.0
Ddah2	Chmp1a	1.0
Ddah2	Chmp2a	1.0
Ddah2	Churc1	1.0
Ddah2	Cnn2	1.0
Ddah2	Cog2	1.0
Ddah2	Col5a1	1.0
Ddah2	Commd5	1.0
Ddah2	Cops6	1.0
Ddah2	Cops9	1.0
Ddah2	Cox19	1.0
Ddah2	Cr1l	1.0
Ddah2	Creg1	1.0
Ddah2	Crtap	1.0
Ddah2	Cse1l	1.0
Ddah2	Cwc15	1.0
Ddah2	Cyld	1.0
Ddah2	Dazap2	1.0
Ddah2	Dctpp1	1.0
Ddb1	Ahcy	1.0
Ddb1	Aip	1.0
Ddb1	Amdhd2	1.0
Ddb1	Ap1s1	1.0
Ddb1	Apmap	1.0
Ddb1	Arfgap2	1.0
Ddb1	Atg101	1.0
Ddb1	Atl2	1.0
Ddb1	Atp6v0c	1.0
Ddb1	Banf1	1.0
Ddb1	C1qtnf12	1.0
Ddb1	Cdc23	1.0
Ddb1	Cdk4	1.0
Ddb1	Cdk5rap3	1.0
Ddb1	Chchd6	1.0
Ddb1	Chp1	1.0
Ddb1	Cnpy3	1.0
Ddb1	Commd1	1.0
Ddb1	Commd9	1.0
Ddb1	Cox6a1	1.0
Ddb1	Cox8a	1.0
Ddhd2	Ankrd17	1.0
Ddhd2	Cdpf1	1.0
Ddi2	Arhgef2	1.0
Ddi2	Brd1	1.0
Ddi2	Cacul1	1.0
Ddo	Camk2a	1.0
Ddost	0610010K14Rik	1.0
Ddost	2410004B18Rik	1.0
Ddost	9530068E07Rik	1.0
Ddost	A430005L14Rik	1.0
Ddost	Aamp	1.0
Ddost	Actl6a	1.0
Ddost	Adprh	1.0
Ddost	Alg1	1.0
Ddost	Ap2s1	1.0
Ddost	App	1.0
Ddost	Arf1	1.0
Ddost	Arpin	1.0
Ddost	Atic	1.0
Ddost	Atp6ap1	1.0
Ddost	Atp6v0d1	1.0
Ddost	Atp6v1g1	1.0
Ddost	Atraid	1.0
Ddost	Bub3	1.0
Ddost	Calm3	1.0
Ddost	Ccdc32	1.0
Ddost	Cerk	1.0
Ddost	Ckb	1.0
Ddost	Cln5	1.0
Ddost	Cmas	1.0
Ddost	Cnih1	1.0
Ddost	Cnot8	1.0
Ddost	Cnppd1	1.0
Ddost	Col1a2	1.0
Ddost	Colgalt1	1.0
Ddost	Copz1	1.0
Ddost	Copz2	1.0
Ddost	Cst3	1.0
Ddost	Ctsa	1.0
Ddost	Ctsb	1.0
Ddost	D8Ertd738e	1.0
Ddost	Dbnl	1.0
Ddr2	1110059G10Rik	1.0
Ddr2	1810009A15Rik	1.0
Ddr2	4921524J17Rik	1.0
Ddr2	9130401M01Rik	1.0
Ddr2	Acp1	1.0
Ddr2	Adgre1	1.0
Ddr2	Aggf1	1.0
Ddr2	Aldh1a1	1.0
Ddr2	Ap1ar	1.0
Ddr2	Arl1	1.0
Ddr2	Arl6ip1	1.0
Ddr2	Armcx2	1.0
Ddr2	Arrdc3	1.0
Ddr2	Asah1	1.0
Ddr2	Asb3	1.0
Ddr2	Atad1	1.0
Ddr2	Atf2	1.0
Ddr2	Atg4a	1.0
Ddr2	Atp6v1a	1.0
Ddr2	Atp6v1f	1.0
Ddr2	Atpif1	1.0
Ddr2	Bcap29	1.0
Ddr2	Bet1	1.0
Ddr2	Bloc1s1	1.0
Ddr2	Bnip2	1.0
Ddr2	Bscl2	1.0
Ddr2	C330007P06Rik	1.0
Ddr2	Calu	1.0
Ddr2	Canx	1.0
Ddr2	Cby1	1.0
Ddr2	Ccdc80	1.0
Ddr2	Ccnc	1.0
Ddr2	Cd164	1.0
Ddr2	Cd300ld3	1.0
Ddr2	Cdc40	1.0
Ddr2	Cdc42se2	1.0
Ddr2	Cdk7	1.0
Ddr2	Cdkn1b	1.0
Ddr2	Cdkn2aipnl	1.0
Ddr2	Cfap20	1.0
Ddr2	Cfdp1	1.0
Ddr2	Cfp	1.0
Ddr2	Chmp1b	1.0
Ddr2	Chmp3	1.0
Ddr2	Chrac1	1.0
Ddr2	Cnbp	1.0
Ddr2	Col3a1	1.0
Ddr2	Cops2	1.0
Ddr2	Cpne3	1.0
Ddr2	Crls1	1.0
Ddr2	Csde1	1.0
Ddr2	Csf1r	1.0
Ddr2	Csrp2	1.0
Ddr2	Ctsc	1.0
Ddr2	Ctso	1.0
Ddr2	Cyb5r4	1.0
Ddt	1700021F05Rik	1.0
Ddt	2300009A05Rik	1.0
Ddt	Abcb10	1.0
Ddt	Agpat2	1.0
Ddt	Akr1b10	1.0
Ddt	Alad	1.0
Ddt	Aldh2	1.0
Ddt	Apip	1.0
Ddt	Ccdc97	1.0
Ddt	Chchd2	1.0
Ddt	Ciao3	1.0
Ddt	Clcn3	1.0
Ddt	Clstn1	1.0
Ddt	Cmss1	1.0
Ddt	Cycs	1.0
Ddx1	Acp2	1.0
Ddx1	Ak6	1.0
Ddx1	Anapc11	1.0
Ddx1	Ap3b1	1.0
Ddx1	Arl6ip4	1.0
Ddx1	Atp6v1d	1.0
Ddx1	Bmpr1a	1.0
Ddx1	Bms1	1.0
Ddx1	Brcc3	1.0
Ddx1	Cacybp	1.0
Ddx1	Ccny	1.0
Ddx1	Ckap5	1.0
Ddx1	Cnot1	1.0
Ddx1	Coa6	1.0
Ddx1	Cops5	1.0
Ddx1	Crnkl1	1.0
Ddx1	Dbi	1.0
Ddx1	Dctn4	1.0
Ddx10	Abce1	1.0
Ddx17	Abl1	1.0
Ddx17	Arfgap1	1.0
Ddx17	Arih1	1.0
Ddx17	Arl8b	1.0
Ddx17	Birc6	1.0
Ddx17	Ctnnd1	1.0
Ddx17	Cyb561a3	1.0
Ddx18	Aebp1	1.0
Ddx18	Ankrd13a	1.0
Ddx18	Anp32b	1.0
Ddx18	Arpc4	1.0
Ddx18	Atp6v1h	1.0
Ddx18	Cd47	1.0
Ddx18	Cyba	1.0
Ddx19a	Ahcy	1.0
Ddx19a	Aip	1.0
Ddx19a	Amdhd2	1.0
Ddx19a	Ap1s1	1.0
Ddx19a	Apmap	1.0
Ddx19a	Arfgap2	1.0
Ddx19a	Atg101	1.0
Ddx19a	Atl2	1.0
Ddx19a	Atp6v0c	1.0
Ddx19a	Banf1	1.0
Ddx19a	C1qtnf12	1.0
Ddx19a	Cdc23	1.0
Ddx19a	Cdk4	1.0
Ddx19a	Cdk5rap3	1.0
Ddx19a	Chchd6	1.0
Ddx19a	Chp1	1.0
Ddx19a	Cnpy3	1.0
Ddx19a	Commd1	1.0
Ddx19a	Commd9	1.0
Ddx19a	Cox6a1	1.0
Ddx19a	Cox8a	1.0
Ddx19a	Ddb1	1.0
Ddx20	2310011J03Rik	1.0
Ddx20	Aasdhppt	1.0
Ddx20	Abhd13	1.0
Ddx20	Agpat5	1.0
Ddx20	Aimp1	1.0
Ddx20	Ankmy2	1.0
Ddx20	Ap1s2	1.0
Ddx20	Armc1	1.0
Ddx20	Asnsd1	1.0
Ddx20	Atox1	1.0
Ddx20	Bag5	1.0
Ddx20	BC005624	1.0
Ddx20	Bccip	1.0
Ddx20	Blzf1	1.0
Ddx20	Brk1	1.0
Ddx20	Btf3l4	1.0
Ddx20	C9orf72	1.0
Ddx20	Capn7	1.0
Ddx20	Caprin1	1.0
Ddx20	Cbwd1	1.0
Ddx20	Cbx3	1.0
Ddx20	Cbx5	1.0
Ddx20	Ccdc43	1.0
Ddx20	Cct4	1.0
Ddx20	Ccz1	1.0
Ddx20	Chmp2b	1.0
Ddx20	Cltc	1.0
Ddx20	Col14a1	1.0
Ddx20	Commd3	1.0
Ddx20	Copb2	1.0
Ddx20	Cpsf2	1.0
Ddx20	Cript	1.0
Ddx20	Crot	1.0
Ddx20	Ctnnb1	1.0
Ddx20	Ctsl	1.0
Ddx20	Cxcl12	1.0
Ddx20	D6Wsu163e	1.0
Ddx20	Dars	1.0
Ddx20	Dctn5	1.0
Ddx23	2210016F16Rik	1.0
Ddx23	Cmklr1	1.0
Ddx23	Cul5	1.0
Ddx27	Abi2	1.0
Ddx27	Adam19	1.0
Ddx27	Atp13a3	1.0
Ddx27	Bach1	1.0
Ddx27	Brd2	1.0
Ddx27	Chd1	1.0
Ddx39	Atxn10	1.0
Ddx39b	1110059G10Rik	1.0
Ddx39b	1810009A15Rik	1.0
Ddx39b	4921524J17Rik	1.0
Ddx39b	9130401M01Rik	1.0
Ddx39b	Acp1	1.0
Ddx39b	Adgre1	1.0
Ddx39b	Aggf1	1.0
Ddx39b	Aldh1a1	1.0
Ddx39b	Ap1ar	1.0
Ddx39b	Arl1	1.0
Ddx39b	Arl6ip1	1.0
Ddx39b	Armcx2	1.0
Ddx39b	Arrdc3	1.0
Ddx39b	Asah1	1.0
Ddx39b	Asb3	1.0
Ddx39b	Atad1	1.0
Ddx39b	Atf2	1.0
Ddx39b	Atg4a	1.0
Ddx39b	Atp6v1a	1.0
Ddx39b	Atp6v1f	1.0
Ddx39b	Atpif1	1.0
Ddx39b	Bcap29	1.0
Ddx39b	Bet1	1.0
Ddx39b	Bloc1s1	1.0
Ddx39b	Bnip2	1.0
Ddx39b	Bscl2	1.0
Ddx39b	C330007P06Rik	1.0
Ddx39b	Calu	1.0
Ddx39b	Canx	1.0
Ddx39b	Cby1	1.0
Ddx39b	Ccdc80	1.0
Ddx39b	Ccnc	1.0
Ddx39b	Cd164	1.0
Ddx39b	Cd300ld3	1.0
Ddx39b	Cdc40	1.0
Ddx39b	Cdc42se2	1.0
Ddx39b	Cdk7	1.0
Ddx39b	Cdkn1b	1.0
Ddx39b	Cdkn2aipnl	1.0
Ddx39b	Cfap20	1.0
Ddx39b	Cfdp1	1.0
Ddx39b	Cfp	1.0
Ddx39b	Chmp1b	1.0
Ddx39b	Chmp3	1.0
Ddx39b	Chrac1	1.0
Ddx39b	Cnbp	1.0
Ddx39b	Col3a1	1.0
Ddx39b	Cops2	1.0
Ddx39b	Cpne3	1.0
Ddx39b	Crls1	1.0
Ddx39b	Csde1	1.0
Ddx39b	Csf1r	1.0
Ddx39b	Csrp2	1.0
Ddx39b	Ctsc	1.0
Ddx39b	Ctso	1.0
Ddx39b	Cyb5r4	1.0
Ddx39b	Ddr2	1.0
Ddx3x	Anxa3	1.0
Ddx3x	Ap3s1	1.0
Ddx3x	Btg3	1.0
Ddx41	1110012L19Rik	1.0
Ddx41	Alg5	1.0
Ddx41	Anxa5	1.0
Ddx41	Apoe	1.0
Ddx41	Atg5	1.0
Ddx41	Atp6v1e1	1.0
Ddx41	Bgn	1.0
Ddx41	Blvra	1.0
Ddx41	Brd9	1.0
Ddx41	C1qa	1.0
Ddx41	C1qb	1.0
Ddx41	C1qc	1.0
Ddx41	Ccl11	1.0
Ddx41	Ccni	1.0
Ddx41	Cdc16	1.0
Ddx41	Cebpa	1.0
Ddx41	Cept1	1.0
Ddx41	Clns1a	1.0
Ddx41	Clta	1.0
Ddx41	Cnpy2	1.0
Ddx41	Col6a1	1.0
Ddx41	Commd4	1.0
Ddx41	Cops3	1.0
Ddx41	Coro1b	1.0
Ddx41	Ctsh	1.0
Ddx41	Cyb5a	1.0
Ddx41	Cyb5r3	1.0
Ddx46	Ddx42	1.0
Ddx47	2210016F16Rik	1.0
Ddx47	Cmklr1	1.0
Ddx47	Cul5	1.0
Ddx47	Ddx23	1.0
Ddx49	Clk3	1.0
Ddx5	Bdp1	1.0
Ddx5	Cask	1.0
Ddx5	Cebpg	1.0
Ddx50	Adam10	1.0
Ddx50	Calcrl	1.0
Ddx52	Anln	1.0
Ddx52	Ap1g1	1.0
Ddx52	Appl1	1.0
Ddx52	Arcn1	1.0
Ddx52	Asb5	1.0
Ddx52	Bin1	1.0
Ddx52	Ccdc186	1.0
Ddx52	Ccdc50	1.0
Ddx52	Cdc20	1.0
Ddx52	Cep83	1.0
Ddx52	Ctsk	1.0
Ddx52	Cwc27	1.0
Ddx56	Aars	1.0
Ddx58	Akirin1	1.0
Ddx58	Cd300ld	1.0
Ddx58	Cmpk1	1.0
Ddx58	Cyth4	1.0
Ddx6	2310011J03Rik	1.0
Ddx6	Aasdhppt	1.0
Ddx6	Abhd13	1.0
Ddx6	Agpat5	1.0
Ddx6	Aimp1	1.0
Ddx6	Ankmy2	1.0
Ddx6	Ap1s2	1.0
Ddx6	Armc1	1.0
Ddx6	Asnsd1	1.0
Ddx6	Atox1	1.0
Ddx6	Bag5	1.0
Ddx6	BC005624	1.0
Ddx6	Bccip	1.0
Ddx6	Blzf1	1.0
Ddx6	Brk1	1.0
Ddx6	Btf3l4	1.0
Ddx6	C9orf72	1.0
Ddx6	Capn7	1.0
Ddx6	Caprin1	1.0
Ddx6	Cbwd1	1.0
Ddx6	Cbx3	1.0
Ddx6	Cbx5	1.0
Ddx6	Ccdc43	1.0
Ddx6	Cct4	1.0
Ddx6	Ccz1	1.0
Ddx6	Chmp2b	1.0
Ddx6	Cltc	1.0
Ddx6	Col14a1	1.0
Ddx6	Commd3	1.0
Ddx6	Copb2	1.0
Ddx6	Cpsf2	1.0
Ddx6	Cript	1.0
Ddx6	Crot	1.0
Ddx6	Ctnnb1	1.0
Ddx6	Ctsl	1.0
Ddx6	Cxcl12	1.0
Ddx6	D6Wsu163e	1.0
Ddx6	Dars	1.0
Ddx6	Dctn5	1.0
Ddx6	Ddx20	1.0
Decr1	Acot13	1.0
Decr2	Acp2	1.0
Decr2	Ak6	1.0
Decr2	Anapc11	1.0
Decr2	Ap3b1	1.0
Decr2	Arl6ip4	1.0
Decr2	Atp6v1d	1.0
Decr2	Bmpr1a	1.0
Decr2	Bms1	1.0
Decr2	Brcc3	1.0
Decr2	Cacybp	1.0
Decr2	Ccny	1.0
Decr2	Ckap5	1.0
Decr2	Cnot1	1.0
Decr2	Coa6	1.0
Decr2	Cops5	1.0
Decr2	Crnkl1	1.0
Decr2	Dbi	1.0
Decr2	Dctn4	1.0
Decr2	Ddx1	1.0
Dedd	Arf4	1.0
Def8	Arntl	1.0
Def8	Btrc	1.0
Degs1	Anxa4	1.0
Degs1	Arpc3	1.0
Degs1	Bcl7c	1.0
Degs1	Bloc1s4	1.0
Degs1	Cib1	1.0
Dek	Anln	1.0
Dek	Ap1g1	1.0
Dek	Appl1	1.0
Dek	Arcn1	1.0
Dek	Asb5	1.0
Dek	Bin1	1.0
Dek	Ccdc186	1.0
Dek	Ccdc50	1.0
Dek	Cdc20	1.0
Dek	Cep83	1.0
Dek	Ctsk	1.0
Dek	Cwc27	1.0
Dek	Ddx52	1.0
Dele1	2310061I04Rik	1.0
Dele1	Acss2	1.0
Dele1	Aldh4a1	1.0
Dele1	Arl2bp	1.0
Dele1	Asb8	1.0
Dele1	Atp1b1	1.0
Dele1	Atp5a1	1.0
Dele1	Atp5g3	1.0
Dele1	Atp5k	1.0
Dele1	Bckdhb	1.0
Dele1	Casq2	1.0
Dele1	Cisd1	1.0
Dele1	Clpb	1.0
Dele1	Clybl	1.0
Dele1	Cox5b	1.0
Dele1	Ctnna1	1.0
Dele1	Ctsf	1.0
Dele1	Cyc1	1.0
Dennd4c	Ahcyl1	1.0
Dennd4c	Akap10	1.0
Dennd4c	Anapc1	1.0
Dennd4c	Arpp19	1.0
Dennd4c	Bud23	1.0
Dennd4c	Cdc42bpa	1.0
Dennd4c	Cdk2ap1	1.0
Dennd4c	Cdk5	1.0
Dennd4c	Cdv3	1.0
Dennd4c	Cmtr1	1.0
Dennd4c	Csnk1a1	1.0
Dennd4c	Dcun1d5	1.0
Dennd6a	Actr6	1.0
Dennd6a	Birc2	1.0
Dennd6a	Btbd7	1.0
Dennd6a	Cep44	1.0
Dennd6a	Col5a3	1.0
Denr	2310011J03Rik	1.0
Denr	Aasdhppt	1.0
Denr	Abhd13	1.0
Denr	Agpat5	1.0
Denr	Aimp1	1.0
Denr	Ankmy2	1.0
Denr	Ap1s2	1.0
Denr	Armc1	1.0
Denr	Asnsd1	1.0
Denr	Atox1	1.0
Denr	Bag5	1.0
Denr	BC005624	1.0
Denr	Bccip	1.0
Denr	Blzf1	1.0
Denr	Brk1	1.0
Denr	Btf3l4	1.0
Denr	C9orf72	1.0
Denr	Capn7	1.0
Denr	Caprin1	1.0
Denr	Cbwd1	1.0
Denr	Cbx3	1.0
Denr	Cbx5	1.0
Denr	Ccdc43	1.0
Denr	Cct4	1.0
Denr	Ccz1	1.0
Denr	Chmp2b	1.0
Denr	Cltc	1.0
Denr	Col14a1	1.0
Denr	Commd3	1.0
Denr	Copb2	1.0
Denr	Cpsf2	1.0
Denr	Cript	1.0
Denr	Crot	1.0
Denr	Ctnnb1	1.0
Denr	Ctsl	1.0
Denr	Cxcl12	1.0
Denr	D6Wsu163e	1.0
Denr	Dars	1.0
Denr	Dctn5	1.0
Denr	Ddx20	1.0
Denr	Ddx6	1.0
Depdc1a	Cdk1	1.0
Depdc1a	Cep55	1.0
Derl1	0610010K14Rik	1.0
Derl1	2410004B18Rik	1.0
Derl1	9530068E07Rik	1.0
Derl1	A430005L14Rik	1.0
Derl1	Aamp	1.0
Derl1	Actl6a	1.0
Derl1	Adprh	1.0
Derl1	Alg1	1.0
Derl1	Ap2s1	1.0
Derl1	App	1.0
Derl1	Arf1	1.0
Derl1	Arpin	1.0
Derl1	Atic	1.0
Derl1	Atp6ap1	1.0
Derl1	Atp6v0d1	1.0
Derl1	Atp6v1g1	1.0
Derl1	Atraid	1.0
Derl1	Bub3	1.0
Derl1	Calm3	1.0
Derl1	Ccdc32	1.0
Derl1	Cerk	1.0
Derl1	Ckb	1.0
Derl1	Cln5	1.0
Derl1	Cmas	1.0
Derl1	Cnih1	1.0
Derl1	Cnot8	1.0
Derl1	Cnppd1	1.0
Derl1	Col1a2	1.0
Derl1	Colgalt1	1.0
Derl1	Copz1	1.0
Derl1	Copz2	1.0
Derl1	Cst3	1.0
Derl1	Ctsa	1.0
Derl1	Ctsb	1.0
Derl1	D8Ertd738e	1.0
Derl1	Dbnl	1.0
Derl1	Ddost	1.0
Derl2	0610010K14Rik	1.0
Derl2	2410004B18Rik	1.0
Derl2	9530068E07Rik	1.0
Derl2	A430005L14Rik	1.0
Derl2	Aamp	1.0
Derl2	Actl6a	1.0
Derl2	Adprh	1.0
Derl2	Alg1	1.0
Derl2	Ap2s1	1.0
Derl2	App	1.0
Derl2	Arf1	1.0
Derl2	Arpin	1.0
Derl2	Atic	1.0
Derl2	Atp6ap1	1.0
Derl2	Atp6v0d1	1.0
Derl2	Atp6v1g1	1.0
Derl2	Atraid	1.0
Derl2	Bub3	1.0
Derl2	Calm3	1.0
Derl2	Ccdc32	1.0
