level_0	level_1	weight
Slc25a36	Nectin3	1.0
Slc25a36	Nod1	1.0
Slc25a36	Nudt16l1	1.0
Slc25a36	Pggt1b	1.0
Slc25a36	Phf10	1.0
Slc25a36	Pias1	1.0
Slc25a36	Prdm5	1.0
Slc25a36	Pus10	1.0
Slc25a36	R3hdm1	1.0
Slc25a36	Rnf111	1.0
Slc25a36	Rnpc3	1.0
Slc25a36	Sipa1	1.0
Slc25a38	2610507B11Rik	1.0
Slc25a38	Aarsd1	1.0
Slc25a38	Acaa1a	1.0
Slc25a38	Afg1l	1.0
Slc25a38	Aifm2	1.0
Slc25a38	Aig1	1.0
Slc25a38	Alkbh5	1.0
Slc25a38	Alkbh7	1.0
Slc25a38	Anks1	1.0
Slc25a38	Antxr2	1.0
Slc25a38	Aplp2	1.0
Slc25a38	Ascc1	1.0
Slc25a38	Atp5pb	1.0
Slc25a38	Bcs1l	1.0
Slc25a38	Bod1	1.0
Slc25a38	Bola3	1.0
Slc25a38	Bphl	1.0
Slc25a38	Bzw2	1.0
Slc25a38	Cd99l2	1.0
Slc25a38	Cenpv	1.0
Slc25a38	Chchd7	1.0
Slc25a38	Cisd3	1.0
Slc25a38	Cox6b1	1.0
Slc25a38	Dgcr6	1.0
Slc25a38	Dmac2	1.0
Slc25a38	Dnajc11	1.0
Slc25a38	Dnal4	1.0
Slc25a38	Dolk	1.0
Slc25a38	Eci2	1.0
Slc25a38	Eif2b4	1.0
Slc25a38	Eml1	1.0
Slc25a38	Faf1	1.0
Slc25a38	Fig4	1.0
Slc25a38	Fuca2	1.0
Slc25a38	G6pc3	1.0
Slc25a38	Glrx5	1.0
Slc25a38	Gm10053	1.0
Slc25a38	Gm14327	1.0
Slc25a38	Gnb5	1.0
Slc25a38	Grsf1	1.0
Slc25a38	Gyg	1.0
Slc25a38	Habp4	1.0
Slc25a38	Hsd17b4	1.0
Slc25a38	Hspa4l	1.0
Slc25a38	Iars2	1.0
Slc25a38	Ipo13	1.0
Slc25a38	Kif1bp	1.0
Slc25a38	Mdp1	1.0
Slc25a38	Mrm3	1.0
Slc25a38	Mrpl12	1.0
Slc25a38	Mrpl2	1.0
Slc25a38	Mrpl34	1.0
Slc25a38	Mrpl43	1.0
Slc25a38	Mrpl44	1.0
Slc25a38	Mrpl55	1.0
Slc25a38	Mrps23	1.0
Slc25a38	Mrps7	1.0
Slc25a38	Ndufaf1	1.0
Slc25a38	Ndufb11	1.0
Slc25a38	Ndufb2	1.0
Slc25a38	Ndufb5	1.0
Slc25a38	Ndufc2	1.0
Slc25a38	Ndufs8	1.0
Slc25a38	Nit1	1.0
Slc25a38	Nudt19	1.0
Slc25a38	Nudt4	1.0
Slc25a38	Oma1	1.0
Slc25a38	Pebp1	1.0
Slc25a38	Phb2	1.0
Slc25a38	Phpt1	1.0
Slc25a38	Pkig	1.0
Slc25a38	Plaat3	1.0
Slc25a38	Pmpca	1.0
Slc25a38	Polr2m	1.0
Slc25a38	Ppp5c	1.0
Slc25a38	Prxl2b	1.0
Slc25a38	Ptcd2	1.0
Slc25a38	Qrsl1	1.0
Slc25a38	Rnf128	1.0
Slc25a38	Rtn4ip1	1.0
Slc25a38	Sdhd	1.0
Slc25a39	Acp6	1.0
Slc25a39	Acsf3	1.0
Slc25a39	Adsl	1.0
Slc25a39	Cog6	1.0
Slc25a39	Ctnnal1	1.0
Slc25a39	Cyhr1	1.0
Slc25a39	Dguok	1.0
Slc25a39	Dipk1b	1.0
Slc25a39	Epn1	1.0
Slc25a39	Eral1	1.0
Slc25a39	Fkrp	1.0
Slc25a39	Gadd45gip1	1.0
Slc25a39	Gpi1	1.0
Slc25a39	Gtf3c1	1.0
Slc25a39	Hdgfl2	1.0
Slc25a39	Inafm2	1.0
Slc25a39	Inppl1	1.0
Slc25a39	Kxd1	1.0
Slc25a39	Map4	1.0
Slc25a39	Mcat	1.0
Slc25a39	Mfhas1	1.0
Slc25a39	Mpnd	1.0
Slc25a39	Mrpl14	1.0
Slc25a39	Mrpl16	1.0
Slc25a39	Mrpl37	1.0
Slc25a39	Mrpl38	1.0
Slc25a39	Mrps2	1.0
Slc25a39	Mrps27	1.0
Slc25a39	Mrps30	1.0
Slc25a39	Mrps36	1.0
Slc25a39	Nudt3	1.0
Slc25a39	Oaz2	1.0
Slc25a39	Oxld1	1.0
Slc25a39	Oxnad1	1.0
Slc25a39	Pam	1.0
Slc25a39	Pank4	1.0
Slc25a39	Paqr4	1.0
Slc25a39	Pbxip1	1.0
Slc25a39	Pip4k2c	1.0
Slc25a39	Plekhb2	1.0
Slc25a39	Plin3	1.0
Slc25a39	Ppp1r37	1.0
Slc25a39	Ppp2r5b	1.0
Slc25a39	Prkag1	1.0
Slc25a39	Rhbdd3	1.0
Slc25a39	Rnf187	1.0
Slc25a39	Rtl8b	1.0
Slc25a39	Rxra	1.0
Slc25a39	Rxrb	1.0
Slc25a39	Sirt2	1.0
Slc25a4	Agl	1.0
Slc25a4	Akap1	1.0
Slc25a4	Calr3	1.0
Slc25a4	Cap2	1.0
Slc25a4	Crat	1.0
Slc25a4	Cs	1.0
Slc25a4	Fahd2a	1.0
Slc25a4	Fxyd1	1.0
Slc25a4	Idh3g	1.0
Slc25a4	Mfn2	1.0
Slc25a4	Ndufv1	1.0
Slc25a4	Pgam2	1.0
Slc25a4	Slc25a20	1.0
Slc25a46	Add3	1.0
Slc25a46	D3Ertd751e	1.0
Slc25a5	Abhd17a	1.0
Slc25a5	Alg14	1.0
Slc25a5	Ap2m1	1.0
Slc25a5	Ap3d1	1.0
Slc25a5	Arhgap24	1.0
Slc25a5	Asna1	1.0
Slc25a5	Atp6v0b	1.0
Slc25a5	Aurkaip1	1.0
Slc25a5	Capzb	1.0
Slc25a5	Ccdc124	1.0
Slc25a5	Col15a1	1.0
Slc25a5	Cope	1.0
Slc25a5	Copg1	1.0
Slc25a5	Cops4	1.0
Slc25a5	Cstf1	1.0
Slc25a5	Ctsd	1.0
Slc25a5	Cyp51	1.0
Slc25a5	Dad1	1.0
Slc25a5	Dhrs7b	1.0
Slc25a5	Dnm2	1.0
Slc25a5	Dnpep	1.0
Slc25a5	Dpp3	1.0
Slc25a5	Eng	1.0
Slc25a5	Gatad1	1.0
Slc25a5	Gpr180	1.0
Slc25a5	Gps1	1.0
Slc25a5	Hdgf	1.0
Slc25a5	Heatr5a	1.0
Slc25a5	Iars	1.0
Slc25a5	Ikbkg	1.0
Slc25a5	Ino80b	1.0
Slc25a5	Maged1	1.0
Slc25a5	Myadm	1.0
Slc25a5	Myg1	1.0
Slc25a5	Ncaph2	1.0
Slc25a5	Nde1	1.0
Slc25a5	Nt5dc2	1.0
Slc25a5	Olfml2b	1.0
Slc25a5	P4ha1	1.0
Slc25a5	Pef1	1.0
Slc25a5	Pphln1	1.0
Slc25a5	Pqlc1	1.0
Slc25a5	Psmd13	1.0
Slc25a5	Psmg1	1.0
Slc25a5	Ruvbl1	1.0
Slc25a5	Ruvbl2	1.0
Slc25a5	Serpinh1	1.0
Slc25a51	4930453N24Rik	1.0
Slc25a51	Adamts2	1.0
Slc25a51	Anapc16	1.0
Slc25a51	Ankle2	1.0
Slc25a51	Arap1	1.0
Slc25a51	Ate1	1.0
Slc25a51	Atg12	1.0
Slc25a51	Atxn7l3b	1.0
Slc25a51	Baz1b	1.0
Slc25a51	BC005537	1.0
Slc25a51	Bloc1s2	1.0
Slc25a51	Brms1l	1.0
Slc25a51	Cbx1	1.0
Slc25a51	Ccdc127	1.0
Slc25a51	Cdc123	1.0
Slc25a51	Cdc5l	1.0
Slc25a51	Chtf8	1.0
Slc25a51	Chtop	1.0
Slc25a51	Cog5	1.0
Slc25a51	Col4a3bp	1.0
Slc25a51	Cop1	1.0
Slc25a51	Cox16	1.0
Slc25a51	Cpd	1.0
Slc25a51	Czib	1.0
Slc25a51	Dhx40	1.0
Slc25a51	Dnajb6	1.0
Slc25a51	Dnajc13	1.0
Slc25a51	Dpp8	1.0
Slc25a51	Dtymk	1.0
Slc25a51	Dync1li2	1.0
Slc25a51	Elf2	1.0
Slc25a51	Erlin2	1.0
Slc25a51	Fam172a	1.0
Slc25a51	Fnbp1	1.0
Slc25a51	Fnip1	1.0
Slc25a51	Ganab	1.0
Slc25a51	Gmpr2	1.0
Slc25a51	Golga7	1.0
Slc25a51	Gtf3c3	1.0
Slc25a51	H2bc3	1.0
Slc25a51	Heatr3	1.0
Slc25a51	Herc4	1.0
Slc25a51	Hnrnpa2b1	1.0
Slc25a51	Hnrnpm	1.0
Slc25a51	Hnrnpul2	1.0
Slc25a51	Ints8	1.0
Slc25a51	Ltn1	1.0
Slc25a51	Lypla1	1.0
Slc25a51	Memo1	1.0
Slc25a51	Mga	1.0
Slc25a51	Msantd3	1.0
Slc25a51	Napg	1.0
Slc25a51	Nbn	1.0
Slc25a51	Nrp2	1.0
Slc25a51	Nudt21	1.0
Slc25a51	Nudt5	1.0
Slc25a51	Odf2	1.0
Slc25a51	Ogfrl1	1.0
Slc25a51	Pcbd2	1.0
Slc25a51	Pdap1	1.0
Slc25a51	Phf14	1.0
Slc25a51	Pik3ca	1.0
Slc25a51	Pja1	1.0
Slc25a51	Ppp3ca	1.0
Slc25a51	Ptar1	1.0
Slc25a51	Rbm28	1.0
Slc25a51	Rdx	1.0
Slc25a51	Rnf34	1.0
Slc25a51	Rnf6	1.0
Slc25a51	Rngtt	1.0
Slc25a51	Rpl29	1.0
Slc25a51	Rps3	1.0
Slc25a51	Rsrc1	1.0
Slc25a51	Rsu1	1.0
Slc25a51	Sec22b	1.0
Slc25a51	Setx	1.0
Slc25a51	Sfpq	1.0
Slc25a51	Sike1	1.0
Slc26a6	Cdk16	1.0
Slc26a6	Etfbkmt	1.0
Slc26a6	Hdhd2	1.0
Slc26a6	Kcnq1	1.0
Slc26a6	Lancl1	1.0
Slc26a6	Map3k4	1.0
Slc26a6	Med16	1.0
Slc26a6	Mus81	1.0
Slc26a6	Obsl1	1.0
Slc26a6	Phldb1	1.0
Slc26a6	Ptov1	1.0
Slc26a6	Sh3glb2	1.0
Slc26a6	Shld1	1.0
Slc27a1	Afg3l2	1.0
Slc27a1	Apoo	1.0
Slc27a1	Aqp1	1.0
Slc27a1	Auh	1.0
Slc27a1	Cat	1.0
Slc27a1	Cdh2	1.0
Slc27a1	Coq5	1.0
Slc27a1	Hk2	1.0
Slc27a1	Kpna1	1.0
Slc27a1	Ndufa9	1.0
Slc27a1	Pacsin3	1.0
Slc27a1	Pard3	1.0
Slc27a1	Rbfox1	1.0
Slc28a2	Actr10	1.0
Slc28a2	Ccdc58	1.0
Slc28a2	Galnt11	1.0
Slc28a2	Heg1	1.0
Slc28a2	Kdm6a	1.0
Slc28a2	Man1a2	1.0
Slc28a2	Mkln1	1.0
Slc28a2	Prex2	1.0
Slc29a1	Cuedc2	1.0
Slc29a1	Emc4	1.0
Slc29a1	Slc25a28	1.0
Slc2a1	Mmp8	1.0
Slc2a4	Acaa2	1.0
Slc2a4	Acad11	1.0
Slc2a4	Acadvl	1.0
Slc2a4	Aco2	1.0
Slc2a4	Acox1	1.0
Slc2a4	Acss1	1.0
Slc2a4	Alas1	1.0
Slc2a4	Art3	1.0
Slc2a4	Atp1a2	1.0
Slc2a4	Atp2a2	1.0
Slc2a4	C030006K11Rik	1.0
Slc2a4	Ckmt2	1.0
Slc2a4	Coq8a	1.0
Slc2a4	Cpt2	1.0
Slc2a4	Cyp4b1	1.0
Slc2a4	Dgat2	1.0
Slc2a4	Dsp	1.0
Slc2a4	Echdc3	1.0
Slc2a4	Efnb3	1.0
Slc2a4	Eno3	1.0
Slc2a4	Fbp2	1.0
Slc2a4	Fitm1	1.0
Slc2a4	Gatd3a	1.0
Slc2a4	Gsta4	1.0
Slc2a4	Hadha	1.0
Slc2a4	Itgb1bp2	1.0
Slc2a4	Myh6	1.0
Slc2a4	Myl2	1.0
Slc2a4	Myl3	1.0
Slc2a4	Myom1	1.0
Slc2a4	Ndrg2	1.0
Slc2a4	Nipsnap2	1.0
Slc2a4	Pde1c	1.0
Slc2a4	Pfkm	1.0
Slc2a4	Prkaa2	1.0
Slc2a4	Rorc	1.0
Slc2a4	Rpl3l	1.0
Slc2a4	Sgca	1.0
Slc30a5	Acp2	1.0
Slc30a5	Ak6	1.0
Slc30a5	Anapc11	1.0
Slc30a5	Ap3b1	1.0
Slc30a5	Arl6ip4	1.0
Slc30a5	Atp6v1d	1.0
Slc30a5	Bmpr1a	1.0
Slc30a5	Bms1	1.0
Slc30a5	Brcc3	1.0
Slc30a5	Cacybp	1.0
Slc30a5	Ccny	1.0
Slc30a5	Ckap5	1.0
Slc30a5	Cnot1	1.0
Slc30a5	Coa6	1.0
Slc30a5	Cops5	1.0
Slc30a5	Crnkl1	1.0
Slc30a5	Dbi	1.0
Slc30a5	Dctn4	1.0
Slc30a5	Ddx1	1.0
Slc30a5	Decr2	1.0
Slc30a5	Dhx29	1.0
Slc30a5	Dnajc19	1.0
Slc30a5	Ebna1bp2	1.0
Slc30a5	Efcab14	1.0
Slc30a5	Eif3c	1.0
Slc30a5	Eif4g2	1.0
Slc30a5	Eprs	1.0
Slc30a5	Exosc3	1.0
Slc30a5	F11r	1.0
Slc30a5	Fam8a1	1.0
Slc30a5	Fam98a	1.0
Slc30a5	Fra10ac1	1.0
Slc30a5	Fxr1	1.0
Slc30a5	Glyr1	1.0
Slc30a5	Gnpda1	1.0
Slc30a5	Gtpbp8	1.0
Slc30a5	Hcfc2	1.0
Slc30a5	Hist1h2bp	1.0
Slc30a5	Hnrnpl	1.0
Slc30a5	Ipo8	1.0
Slc30a5	Kif5b	1.0
Slc30a5	Kpna3	1.0
Slc30a5	Krit1	1.0
Slc30a5	Larp4	1.0
Slc30a5	Lims1	1.0
Slc30a5	Lman1	1.0
Slc30a5	Lmo4	1.0
Slc30a5	Lyrm2	1.0
Slc30a5	Med30	1.0
Slc30a5	Mia3	1.0
Slc30a5	Mis12	1.0
Slc30a5	Mknk1	1.0
Slc30a5	Mrpl24	1.0
Slc30a5	Mrpl27	1.0
Slc30a5	Ncbp1	1.0
Slc30a5	Nedd4	1.0
Slc30a5	Nfatc3	1.0
Slc30a5	Nsfl1c	1.0
Slc30a5	Nsmce2	1.0
Slc30a5	Ostm1	1.0
Slc30a5	Pdxdc1	1.0
Slc30a5	Plaa	1.0
Slc30a5	Pno1	1.0
Slc30a5	Pnpt1	1.0
Slc30a5	Ppp2r5c	1.0
Slc30a5	Psmd1	1.0
Slc30a5	Psmd14	1.0
Slc30a5	Psmd7	1.0
Slc30a5	Ptp4a2	1.0
Slc30a5	Pxk	1.0
Slc30a5	Rab9	1.0
Slc30a5	Rad17	1.0
Slc30a5	Rala	1.0
Slc30a5	Raly	1.0
Slc30a5	Rbx1	1.0
Slc30a5	Sar1a	1.0
Slc30a9	Aamdc	1.0
Slc30a9	AI597479	1.0
Slc30a9	Aifm1	1.0
Slc30a9	C1qbp	1.0
Slc30a9	Cars2	1.0
Slc30a9	Cpox	1.0
Slc30a9	Crybg3	1.0
Slc30a9	Cul4a	1.0
Slc30a9	Cyb5d2	1.0
Slc30a9	Dglucy	1.0
Slc30a9	Fahd1	1.0
Slc30a9	Flcn	1.0
Slc30a9	Gpt2	1.0
Slc30a9	Heatr5b	1.0
Slc30a9	Isoc2a	1.0
Slc30a9	Josd2	1.0
Slc30a9	Klhdc2	1.0
Slc30a9	Lclat1	1.0
Slc30a9	Lias	1.0
Slc30a9	Lonp2	1.0
Slc30a9	Med9	1.0
Slc30a9	Mrps9	1.0
Slc30a9	Msrb2	1.0
Slc30a9	Mtr	1.0
Slc30a9	Narf	1.0
Slc30a9	Nfs1	1.0
Slc30a9	Ngrn	1.0
Slc30a9	Nudt7	1.0
Slc30a9	Osbpl1a	1.0
Slc30a9	Osbpl2	1.0
Slc30a9	Pcgf5	1.0
Slc30a9	Pdrg1	1.0
Slc30a9	Pnkd	1.0
Slc30a9	Prune1	1.0
Slc30a9	Ptcd3	1.0
Slc30a9	Ptges3l	1.0
Slc30a9	Pxmp4	1.0
Slc30a9	Pyurf	1.0
Slc30a9	Rcc1l	1.0
Slc30a9	Sema3b	1.0
Slc31a1	4930453N24Rik	1.0
Slc31a1	Adamts2	1.0
Slc31a1	Anapc16	1.0
Slc31a1	Ankle2	1.0
Slc31a1	Arap1	1.0
Slc31a1	Ate1	1.0
Slc31a1	Atg12	1.0
Slc31a1	Atxn7l3b	1.0
Slc31a1	Baz1b	1.0
Slc31a1	BC005537	1.0
Slc31a1	Bloc1s2	1.0
Slc31a1	Brms1l	1.0
Slc31a1	Cbx1	1.0
Slc31a1	Ccdc127	1.0
Slc31a1	Cdc123	1.0
Slc31a1	Cdc5l	1.0
Slc31a1	Chtf8	1.0
Slc31a1	Chtop	1.0
Slc31a1	Cog5	1.0
Slc31a1	Col4a3bp	1.0
Slc31a1	Cop1	1.0
Slc31a1	Cox16	1.0
Slc31a1	Cpd	1.0
Slc31a1	Czib	1.0
Slc31a1	Dhx40	1.0
Slc31a1	Dnajb6	1.0
Slc31a1	Dnajc13	1.0
Slc31a1	Dpp8	1.0
Slc31a1	Dtymk	1.0
Slc31a1	Dync1li2	1.0
Slc31a1	Elf2	1.0
Slc31a1	Erlin2	1.0
Slc31a1	Fam172a	1.0
Slc31a1	Fnbp1	1.0
Slc31a1	Fnip1	1.0
Slc31a1	Ganab	1.0
Slc31a1	Gmpr2	1.0
Slc31a1	Golga7	1.0
Slc31a1	Gtf3c3	1.0
Slc31a1	H2bc3	1.0
Slc31a1	Heatr3	1.0
Slc31a1	Herc4	1.0
Slc31a1	Hnrnpa2b1	1.0
Slc31a1	Hnrnpm	1.0
Slc31a1	Hnrnpul2	1.0
Slc31a1	Ints8	1.0
Slc31a1	Ltn1	1.0
Slc31a1	Lypla1	1.0
Slc31a1	Memo1	1.0
Slc31a1	Mga	1.0
Slc31a1	Msantd3	1.0
Slc31a1	Napg	1.0
Slc31a1	Nbn	1.0
Slc31a1	Nrp2	1.0
Slc31a1	Nudt21	1.0
Slc31a1	Nudt5	1.0
Slc31a1	Odf2	1.0
Slc31a1	Ogfrl1	1.0
Slc31a1	Pcbd2	1.0
Slc31a1	Pdap1	1.0
Slc31a1	Phf14	1.0
Slc31a1	Pik3ca	1.0
Slc31a1	Pja1	1.0
Slc31a1	Ppp3ca	1.0
Slc31a1	Ptar1	1.0
Slc31a1	Rbm28	1.0
Slc31a1	Rdx	1.0
Slc31a1	Rnf34	1.0
Slc31a1	Rnf6	1.0
Slc31a1	Rngtt	1.0
Slc31a1	Rpl29	1.0
Slc31a1	Rps3	1.0
Slc31a1	Rsrc1	1.0
Slc31a1	Rsu1	1.0
Slc31a1	Sec22b	1.0
Slc31a1	Setx	1.0
Slc31a1	Sfpq	1.0
Slc31a1	Sike1	1.0
Slc31a1	Slc25a51	1.0
Slc31a2	Aftph	1.0
Slc31a2	Agps	1.0
Slc31a2	AI987944	1.0
Slc31a2	Ankrd46	1.0
Slc31a2	Ap4b1	1.0
Slc31a2	Atp2b1	1.0
Slc31a2	Atrnl1	1.0
Slc31a2	Atrx	1.0
Slc31a2	Atxn3	1.0
Slc31a2	AW549877	1.0
Slc31a2	Azi2	1.0
Slc31a2	B230219D22Rik	1.0
Slc31a2	Bmt2	1.0
Slc31a2	Bod1l	1.0
Slc31a2	Brd8	1.0
Slc31a2	Casd1	1.0
Slc31a2	Ccar1	1.0
Slc31a2	Ccnh	1.0
Slc31a2	Cdc27	1.0
Slc31a2	Chd9	1.0
Slc31a2	Chm	1.0
Slc31a2	Clock	1.0
Slc31a2	Cnot2	1.0
Slc31a2	Cnot4	1.0
Slc31a2	Creb1	1.0
Slc31a2	Crem	1.0
Slc31a2	Cryzl1	1.0
Slc31a2	Cxxc1	1.0
Slc31a2	Cyb5b	1.0
Slc31a2	Dop1a	1.0
Slc31a2	Eapp	1.0
Slc31a2	Elp2	1.0
Slc31a2	Emp2	1.0
Slc31a2	Eny2	1.0
Slc31a2	Erap1	1.0
Slc31a2	Fam118b	1.0
Slc31a2	Fer	1.0
Slc31a2	Filip1l	1.0
Slc31a2	Fkbp14	1.0
Slc31a2	Frg1	1.0
Slc31a2	Gkap1	1.0
Slc31a2	Gm14399	1.0
Slc31a2	Gnaq	1.0
Slc31a2	Golga3	1.0
Slc31a2	Gtf2e2	1.0
Slc31a2	Gtpbp10	1.0
Slc31a2	Hnrnph1	1.0
Slc31a2	Ifi203	1.0
Slc31a2	Ing4	1.0
Slc31a2	Itga1	1.0
Slc31a2	Jak1	1.0
Slc31a2	Kif3a	1.0
Slc31a2	Lcmt1	1.0
Slc31a2	Lrp6	1.0
Slc31a2	Lsm7	1.0
Slc31a2	Luc7l3	1.0
Slc31a2	Map3k7	1.0
Slc31a2	Map4k3	1.0
Slc31a2	Mapk8	1.0
Slc31a2	Mfap1a	1.0
Slc31a2	Mycbp	1.0
Slc31a2	Mycbp2	1.0
Slc31a2	Nfyc	1.0
Slc31a2	Nostrin	1.0
Slc31a2	Npm3	1.0
Slc31a2	Nrp1	1.0
Slc31a2	Nsf	1.0
Slc31a2	Nup155	1.0
Slc31a2	Oard1	1.0
Slc31a2	Ogt	1.0
Slc31a2	Osbpl8	1.0
Slc31a2	Parp14	1.0
Slc31a2	Pbrm1	1.0
Slc31a2	Pcm1	1.0
Slc31a2	Pds5a	1.0
Slc31a2	Pdzd8	1.0
Slc31a2	Phf20l1	1.0
Slc31a2	Pigc	1.0
Slc31a2	Pigf	1.0
Slc31a2	Pkd2	1.0
Slc31a2	Pkn2	1.0
Slc31a2	Plgrkt	1.0
Slc31a2	Ppp2ca	1.0
Slc31a2	Praf2	1.0
Slc31a2	Prrx1	1.0
Slc31a2	Prxl2c	1.0
Slc31a2	Psip1	1.0
Slc31a2	Rab13	1.0
Slc31a2	Rabep1	1.0
Slc31a2	Rapgef6	1.0
Slc31a2	Rb1	1.0
Slc31a2	Rbm10	1.0
Slc31a2	Rbm12b2	1.0
Slc31a2	Rbmx	1.0
Slc31a2	Rhobtb3	1.0
Slc31a2	Rhoq	1.0
Slc31a2	Rida	1.0
Slc31a2	Rif1	1.0
Slc31a2	Rmdn3	1.0
Slc31a2	Rnf141	1.0
Slc31a2	Rnf168	1.0
Slc31a2	Rock1	1.0
Slc31a2	Rpe	1.0
Slc31a2	Rrp36	1.0
Slc31a2	Rspry1	1.0
Slc31a2	Sbno1	1.0
Slc31a2	Scamp1	1.0
Slc31a2	Sec22a	1.0
Slc31a2	Senp3	1.0
Slc31a2	Senp6	1.0
Slc31a2	Sin3a	1.0
Slc31a2	Slc12a6	1.0
Slc31a2	Slc25a17	1.0
Slc33a1	2310011J03Rik	1.0
Slc33a1	Aasdhppt	1.0
Slc33a1	Abhd13	1.0
Slc33a1	Agpat5	1.0
Slc33a1	Aimp1	1.0
Slc33a1	Ankmy2	1.0
Slc33a1	Ap1s2	1.0
Slc33a1	Armc1	1.0
Slc33a1	Asnsd1	1.0
Slc33a1	Atox1	1.0
Slc33a1	Bag5	1.0
Slc33a1	BC005624	1.0
Slc33a1	Bccip	1.0
Slc33a1	Blzf1	1.0
Slc33a1	Brk1	1.0
Slc33a1	Btf3l4	1.0
Slc33a1	C9orf72	1.0
Slc33a1	Capn7	1.0
Slc33a1	Caprin1	1.0
Slc33a1	Cbwd1	1.0
Slc33a1	Cbx3	1.0
Slc33a1	Cbx5	1.0
Slc33a1	Ccdc43	1.0
Slc33a1	Cct4	1.0
Slc33a1	Ccz1	1.0
Slc33a1	Chmp2b	1.0
Slc33a1	Cltc	1.0
Slc33a1	Col14a1	1.0
Slc33a1	Commd3	1.0
Slc33a1	Copb2	1.0
Slc33a1	Cpsf2	1.0
Slc33a1	Cript	1.0
Slc33a1	Crot	1.0
Slc33a1	Ctnnb1	1.0
Slc33a1	Ctsl	1.0
Slc33a1	Cxcl12	1.0
Slc33a1	D6Wsu163e	1.0
Slc33a1	Dars	1.0
Slc33a1	Dctn5	1.0
Slc33a1	Ddx20	1.0
Slc33a1	Ddx6	1.0
Slc33a1	Denr	1.0
Slc33a1	Dnajc14	1.0
Slc33a1	Dnajc8	1.0
Slc33a1	Dnase1l1	1.0
Slc33a1	Dnmt1	1.0
Slc33a1	Dynll1	1.0
Slc33a1	Eef1b2	1.0
Slc33a1	Eif1ax	1.0
Slc33a1	Eif4e	1.0
Slc33a1	Emg1	1.0
Slc33a1	Erlec1	1.0
Slc33a1	Exosc9	1.0
Slc33a1	Fbxo22	1.0
Slc33a1	Fgfr1op2	1.0
Slc33a1	Fkbp2	1.0
Slc33a1	Gde1	1.0
Slc33a1	Gemin6	1.0
Slc33a1	Glud1	1.0
Slc33a1	Gm14326	1.0
Slc33a1	Gmps	1.0
Slc33a1	Gnl3l	1.0
Slc33a1	Gtf2b	1.0
Slc33a1	Gtf2h5	1.0
Slc33a1	H1f5	1.0
Slc33a1	H2ac8	1.0
Slc33a1	H2aw	1.0
Slc33a1	H2bc14	1.0
Slc33a1	H2bc7	1.0
Slc33a1	H3c11	1.0
Slc33a1	H3c15	1.0
Slc33a1	H3c3	1.0
Slc33a1	Hacd3	1.0
Slc33a1	Hebp1	1.0
Slc33a1	Hmox2	1.0
Slc33a1	Hpf1	1.0
Slc33a1	Hsbp1	1.0
Slc33a1	Hsd3b7	1.0
Slc33a1	Idh1	1.0
Slc33a1	Impad1	1.0
Slc33a1	Ints13	1.0
Slc33a1	Itfg1	1.0
Slc33a1	Jtb	1.0
Slc33a1	Klhl28	1.0
Slc33a1	Lactb	1.0
Slc33a1	Magt1	1.0
Slc33a1	Manba	1.0
Slc33a1	Mat2b	1.0
Slc33a1	Med4	1.0
Slc33a1	Micos13	1.0
Slc33a1	Micu2	1.0
Slc33a1	Mrpl50	1.0
Slc33a1	Msantd4	1.0
Slc33a1	Mtch2	1.0
Slc33a1	Mydgf	1.0
Slc33a1	Nans	1.0
Slc33a1	Nbdy	1.0
Slc33a1	Ncbp2	1.0
Slc33a1	Nit2	1.0
Slc33a1	Nsmce4a	1.0
Slc33a1	Nt5c3b	1.0
Slc33a1	Nudt2	1.0
Slc33a1	Nup35	1.0
Slc33a1	Nutf2-ps1	1.0
Slc33a1	Osbpl9	1.0
Slc33a1	Pcbp1	1.0
Slc33a1	Pdp1	1.0
Slc33a1	Pex2	1.0
Slc33a1	Phf5a	1.0
Slc33a1	Pip4p2	1.0
Slc33a1	Pmf1	1.0
Slc33a1	Pold2	1.0
Slc33a1	Polr2b	1.0
Slc33a1	Polr2d	1.0
Slc33a1	Ppid	1.0
Slc33a1	Ppil3	1.0
Slc33a1	Ppp1cb	1.0
Slc33a1	Ppp3r1	1.0
Slc33a1	Prkacb	1.0
Slc33a1	Prmt3	1.0
Slc33a1	Prorsd1	1.0
Slc33a1	Prps1l3	1.0
Slc33a1	Psma1	1.0
Slc33a1	Psma2	1.0
Slc33a1	Psma4	1.0
Slc33a1	Psmd10	1.0
Slc33a1	Psmd12	1.0
Slc33a1	Psmd6	1.0
Slc33a1	Rab1a	1.0
Slc33a1	Rabgap1	1.0
Slc33a1	Ranbp6	1.0
Slc33a1	Rars	1.0
Slc33a1	Rbbp4	1.0
Slc33a1	Rnf139	1.0
Slc33a1	Rnf146	1.0
Slc33a1	Rpl6	1.0
Slc33a1	Rpp14	1.0
Slc33a1	Rsl24d1	1.0
Slc33a1	Rtn3	1.0
Slc33a1	Rwdd1	1.0
Slc33a1	Sacm1l	1.0
Slc33a1	Sec11c	1.0
Slc33a1	Sec61g	1.0
Slc33a1	Sem1	1.0
Slc33a1	Serbp1	1.0
Slc33a1	Serinc1	1.0
Slc33a1	Sh3glb1	1.0
Slc33a1	Siva1	1.0
Slc33a1	Skp1a	1.0
Slc35a1	0610009B22Rik	1.0
Slc35a1	1110032A03Rik	1.0
